,INTERVALSTARTTIME_MST,INTERVALENDTIME_MST,NODE,LMP_TYPE,MW,Year,Month,Day,Hour (MST),Minute
7,2024-06-29 08:00:00,2024-06-29 09:00:00,PALOVRDE_5_N101,LMP,17.56669,2024,06,29,08,00
51,2024-06-29 08:00:00,2024-06-29 09:00:00,PALOVRDE_5_N101,Energy,18.49904,2024,06,29,08,00
90,2024-06-29 08:00:00,2024-06-29 09:00:00,PALOVRDE_5_N101,Loss,-0.93235,2024,06,29,08,00
118,2024-06-29 08:00:00,2024-06-29 09:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,08,00
40,2024-06-29 08:00:00,2024-06-29 09:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,08,00
68,2024-06-29 09:00:00,2024-06-29 10:00:00,PALOVRDE_5_N101,Energy,18.23743,2024,06,29,09,00
86,2024-06-29 09:00:00,2024-06-29 10:00:00,PALOVRDE_5_N101,Loss,-0.85169,2024,06,29,09,00
47,2024-06-29 09:00:00,2024-06-29 10:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,09,00
10,2024-06-29 09:00:00,2024-06-29 10:00:00,PALOVRDE_5_N101,LMP,17.38574,2024,06,29,09,00
104,2024-06-29 09:00:00,2024-06-29 10:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,09,00
110,2024-06-29 10:00:00,2024-06-29 11:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,10,00
55,2024-06-29 10:00:00,2024-06-29 11:00:00,PALOVRDE_5_N101,Energy,18.21436,2024,06,29,10,00
25,2024-06-29 10:00:00,2024-06-29 11:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,10,00
79,2024-06-29 10:00:00,2024-06-29 11:00:00,PALOVRDE_5_N101,Loss,-0.87247,2024,06,29,10,00
4,2024-06-29 10:00:00,2024-06-29 11:00:00,PALOVRDE_5_N101,LMP,17.34189,2024,06,29,10,00
81,2024-06-29 11:00:00,2024-06-29 12:00:00,PALOVRDE_5_N101,Loss,-0.88224,2024,06,29,11,00
59,2024-06-29 11:00:00,2024-06-29 12:00:00,PALOVRDE_5_N101,Energy,18.07879,2024,06,29,11,00
11,2024-06-29 11:00:00,2024-06-29 12:00:00,PALOVRDE_5_N101,LMP,17.19654,2024,06,29,11,00
34,2024-06-29 11:00:00,2024-06-29 12:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,11,00
103,2024-06-29 11:00:00,2024-06-29 12:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,11,00
16,2024-06-29 12:00:00,2024-06-29 13:00:00,PALOVRDE_5_N101,LMP,17.92579,2024,06,29,12,00
80,2024-06-29 12:00:00,2024-06-29 13:00:00,PALOVRDE_5_N101,Loss,-0.95141,2024,06,29,12,00
27,2024-06-29 12:00:00,2024-06-29 13:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,12,00
111,2024-06-29 12:00:00,2024-06-29 13:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,12,00
54,2024-06-29 12:00:00,2024-06-29 13:00:00,PALOVRDE_5_N101,Energy,18.8772,2024,06,29,12,00
76,2024-06-29 13:00:00,2024-06-29 14:00:00,PALOVRDE_5_N101,Loss,-1.13579,2024,06,29,13,00
105,2024-06-29 13:00:00,2024-06-29 14:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,13,00
26,2024-06-29 13:00:00,2024-06-29 14:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,13,00
12,2024-06-29 13:00:00,2024-06-29 14:00:00,PALOVRDE_5_N101,LMP,18.7555,2024,06,29,13,00
62,2024-06-29 13:00:00,2024-06-29 14:00:00,PALOVRDE_5_N101,Energy,19.89129,2024,06,29,13,00
31,2024-06-29 14:00:00,2024-06-29 15:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,14,00
71,2024-06-29 14:00:00,2024-06-29 15:00:00,PALOVRDE_5_N101,Energy,22.55423,2024,06,29,14,00
114,2024-06-29 14:00:00,2024-06-29 15:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,14,00
91,2024-06-29 14:00:00,2024-06-29 15:00:00,PALOVRDE_5_N101,Loss,-1.25627,2024,06,29,14,00
20,2024-06-29 14:00:00,2024-06-29 15:00:00,PALOVRDE_5_N101,LMP,21.29796,2024,06,29,14,00
41,2024-06-29 15:00:00,2024-06-29 16:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,15,00
53,2024-06-29 15:00:00,2024-06-29 16:00:00,PALOVRDE_5_N101,Energy,27.45326,2024,06,29,15,00
13,2024-06-29 15:00:00,2024-06-29 16:00:00,PALOVRDE_5_N101,LMP,25.90764,2024,06,29,15,00
93,2024-06-29 15:00:00,2024-06-29 16:00:00,PALOVRDE_5_N101,Loss,-1.54562,2024,06,29,15,00
106,2024-06-29 15:00:00,2024-06-29 16:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,15,00
87,2024-06-29 16:00:00,2024-06-29 17:00:00,PALOVRDE_5_N101,Loss,-1.90058,2024,06,29,16,00
50,2024-06-29 16:00:00,2024-06-29 17:00:00,PALOVRDE_5_N101,Energy,33.16901,2024,06,29,16,00
99,2024-06-29 16:00:00,2024-06-29 17:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,16,00
46,2024-06-29 16:00:00,2024-06-29 17:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,16,00
17,2024-06-29 16:00:00,2024-06-29 17:00:00,PALOVRDE_5_N101,LMP,31.26842,2024,06,29,16,00
35,2024-06-29 17:00:00,2024-06-29 18:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,17,00
18,2024-06-29 17:00:00,2024-06-29 18:00:00,PALOVRDE_5_N101,LMP,35.68863,2024,06,29,17,00
70,2024-06-29 17:00:00,2024-06-29 18:00:00,PALOVRDE_5_N101,Energy,37.55907,2024,06,29,17,00
113,2024-06-29 17:00:00,2024-06-29 18:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,17,00
78,2024-06-29 17:00:00,2024-06-29 18:00:00,PALOVRDE_5_N101,Loss,-1.87044,2024,06,29,17,00
94,2024-06-29 18:00:00,2024-06-29 19:00:00,PALOVRDE_5_N101,Loss,-1.83438,2024,06,29,18,00
69,2024-06-29 18:00:00,2024-06-29 19:00:00,PALOVRDE_5_N101,Energy,45.85938,2024,06,29,18,00
109,2024-06-29 18:00:00,2024-06-29 19:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,18,00
22,2024-06-29 18:00:00,2024-06-29 19:00:00,PALOVRDE_5_N101,LMP,44.025,2024,06,29,18,00
39,2024-06-29 18:00:00,2024-06-29 19:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,18,00
75,2024-06-29 19:00:00,2024-06-29 20:00:00,PALOVRDE_5_N101,Loss,-2.34442,2024,06,29,19,00
65,2024-06-29 19:00:00,2024-06-29 20:00:00,PALOVRDE_5_N101,Energy,64.05527,2024,06,29,19,00
29,2024-06-29 19:00:00,2024-06-29 20:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,19,00
97,2024-06-29 19:00:00,2024-06-29 20:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,19,00
2,2024-06-29 19:00:00,2024-06-29 20:00:00,PALOVRDE_5_N101,LMP,61.71085,2024,06,29,19,00
6,2024-06-29 20:00:00,2024-06-29 21:00:00,PALOVRDE_5_N101,LMP,61.42888,2024,06,29,20,00
38,2024-06-29 20:00:00,2024-06-29 21:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,20,00
102,2024-06-29 20:00:00,2024-06-29 21:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,20,00
56,2024-06-29 20:00:00,2024-06-29 21:00:00,PALOVRDE_5_N101,Energy,63.78907,2024,06,29,20,00
84,2024-06-29 20:00:00,2024-06-29 21:00:00,PALOVRDE_5_N101,Loss,-2.3602,2024,06,29,20,00
119,2024-06-29 21:00:00,2024-06-29 22:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,21,00
82,2024-06-29 21:00:00,2024-06-29 22:00:00,PALOVRDE_5_N101,Loss,-1.89557,2024,06,29,21,00
19,2024-06-29 21:00:00,2024-06-29 22:00:00,PALOVRDE_5_N101,LMP,54.68857,2024,06,29,21,00
61,2024-06-29 21:00:00,2024-06-29 22:00:00,PALOVRDE_5_N101,Energy,56.58414,2024,06,29,21,00
28,2024-06-29 21:00:00,2024-06-29 22:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,21,00
85,2024-06-29 22:00:00,2024-06-29 23:00:00,PALOVRDE_5_N101,Loss,-1.53721,2024,06,29,22,00
60,2024-06-29 22:00:00,2024-06-29 23:00:00,PALOVRDE_5_N101,Energy,45.07954,2024,06,29,22,00
117,2024-06-29 22:00:00,2024-06-29 23:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,22,00
44,2024-06-29 22:00:00,2024-06-29 23:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,22,00
1,2024-06-29 22:00:00,2024-06-29 23:00:00,PALOVRDE_5_N101,LMP,43.54233,2024,06,29,22,00
100,2024-06-29 23:00:00,2024-06-30 00:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,29,23,00
42,2024-06-29 23:00:00,2024-06-30 00:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,29,23,00
9,2024-06-29 23:00:00,2024-06-30 00:00:00,PALOVRDE_5_N101,LMP,42.00965,2024,06,29,23,00
95,2024-06-29 23:00:00,2024-06-30 00:00:00,PALOVRDE_5_N101,Loss,-1.09043,2024,06,29,23,00
52,2024-06-29 23:00:00,2024-06-30 00:00:00,PALOVRDE_5_N101,Energy,43.10008,2024,06,29,23,00
125,2024-06-30 00:00:00,2024-06-30 01:00:00,PALOVRDE_5_N101,LMP,36.89684,2024,06,30,00,00
172,2024-06-30 00:00:00,2024-06-30 01:00:00,PALOVRDE_5_N101,Energy,38.01839,2024,06,30,00,00
203,2024-06-30 00:00:00,2024-06-30 01:00:00,PALOVRDE_5_N101,Loss,-1.12154,2024,06,30,00,00
233,2024-06-30 00:00:00,2024-06-30 01:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,00,00
166,2024-06-30 00:00:00,2024-06-30 01:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,00,00
199,2024-06-30 01:00:00,2024-06-30 02:00:00,PALOVRDE_5_N101,Loss,-1.01458,2024,06,30,01,00
126,2024-06-30 01:00:00,2024-06-30 02:00:00,PALOVRDE_5_N101,LMP,36.98452,2024,06,30,01,00
151,2024-06-30 01:00:00,2024-06-30 02:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,01,00
176,2024-06-30 01:00:00,2024-06-30 02:00:00,PALOVRDE_5_N101,Energy,37.9991,2024,06,30,01,00
223,2024-06-30 01:00:00,2024-06-30 02:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,01,00
143,2024-06-30 02:00:00,2024-06-30 03:00:00,PALOVRDE_5_N101,LMP,36.72083,2024,06,30,02,00
239,2024-06-30 02:00:00,2024-06-30 03:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,02,00
154,2024-06-30 02:00:00,2024-06-30 03:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,02,00
195,2024-06-30 02:00:00,2024-06-30 03:00:00,PALOVRDE_5_N101,Loss,-1.00347,2024,06,30,02,00
171,2024-06-30 02:00:00,2024-06-30 03:00:00,PALOVRDE_5_N101,Energy,37.72429,2024,06,30,02,00
224,2024-06-30 03:00:00,2024-06-30 04:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,03,00
123,2024-06-30 03:00:00,2024-06-30 04:00:00,PALOVRDE_5_N101,LMP,34.07068,2024,06,30,03,00
209,2024-06-30 03:00:00,2024-06-30 04:00:00,PALOVRDE_5_N101,Loss,-0.84496,2024,06,30,03,00
152,2024-06-30 03:00:00,2024-06-30 04:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,03,00
175,2024-06-30 03:00:00,2024-06-30 04:00:00,PALOVRDE_5_N101,Energy,34.91564,2024,06,30,03,00
225,2024-06-30 04:00:00,2024-06-30 05:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,04,00
174,2024-06-30 04:00:00,2024-06-30 05:00:00,PALOVRDE_5_N101,Energy,35.24323,2024,06,30,04,00
140,2024-06-30 04:00:00,2024-06-30 05:00:00,PALOVRDE_5_N101,LMP,34.34101,2024,06,30,04,00
202,2024-06-30 04:00:00,2024-06-30 05:00:00,PALOVRDE_5_N101,Loss,-0.90223,2024,06,30,04,00
155,2024-06-30 04:00:00,2024-06-30 05:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,04,00
187,2024-06-30 05:00:00,2024-06-30 06:00:00,PALOVRDE_5_N101,Energy,35.36616,2024,06,30,05,00
163,2024-06-30 05:00:00,2024-06-30 06:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,05,00
236,2024-06-30 05:00:00,2024-06-30 06:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,05,00
208,2024-06-30 05:00:00,2024-06-30 06:00:00,PALOVRDE_5_N101,Loss,-1.08928,2024,06,30,05,00
128,2024-06-30 05:00:00,2024-06-30 06:00:00,PALOVRDE_5_N101,LMP,34.27688,2024,06,30,05,00
164,2024-06-30 06:00:00,2024-06-30 07:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,06,00
141,2024-06-30 06:00:00,2024-06-30 07:00:00,PALOVRDE_5_N101,LMP,29.38081,2024,06,30,06,00
204,2024-06-30 06:00:00,2024-06-30 07:00:00,PALOVRDE_5_N101,Loss,-1.18599,2024,06,30,06,00
180,2024-06-30 06:00:00,2024-06-30 07:00:00,PALOVRDE_5_N101,Energy,30.5668,2024,06,30,06,00
237,2024-06-30 06:00:00,2024-06-30 07:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,06,00
190,2024-06-30 07:00:00,2024-06-30 08:00:00,PALOVRDE_5_N101,Energy,13.94882,2024,06,30,07,00
231,2024-06-30 07:00:00,2024-06-30 08:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,07,00
157,2024-06-30 07:00:00,2024-06-30 08:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,07,00
135,2024-06-30 07:00:00,2024-06-30 08:00:00,PALOVRDE_5_N101,LMP,13.37971,2024,06,30,07,00
210,2024-06-30 07:00:00,2024-06-30 08:00:00,PALOVRDE_5_N101,Loss,-0.56911,2024,06,30,07,00
179,2024-06-30 08:00:00,2024-06-30 09:00:00,PALOVRDE_5_N101,Energy,12.81192,2024,06,30,08,00
211,2024-06-30 08:00:00,2024-06-30 09:00:00,PALOVRDE_5_N101,Loss,-0.48813,2024,06,30,08,00
226,2024-06-30 08:00:00,2024-06-30 09:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,08,00
167,2024-06-30 08:00:00,2024-06-30 09:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,08,00
137,2024-06-30 08:00:00,2024-06-30 09:00:00,PALOVRDE_5_N101,LMP,12.32379,2024,06,30,08,00
189,2024-06-30 09:00:00,2024-06-30 10:00:00,PALOVRDE_5_N101,Energy,13.2038,2024,06,30,09,00
198,2024-06-30 09:00:00,2024-06-30 10:00:00,PALOVRDE_5_N101,Loss,-0.50174,2024,06,30,09,00
232,2024-06-30 09:00:00,2024-06-30 10:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,09,00
149,2024-06-30 09:00:00,2024-06-30 10:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,09,00
129,2024-06-30 09:00:00,2024-06-30 10:00:00,PALOVRDE_5_N101,LMP,12.70205,2024,06,30,09,00
227,2024-06-30 10:00:00,2024-06-30 11:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,10,00
206,2024-06-30 10:00:00,2024-06-30 11:00:00,PALOVRDE_5_N101,Loss,-0.56743,2024,06,30,10,00
156,2024-06-30 10:00:00,2024-06-30 11:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,10,00
131,2024-06-30 10:00:00,2024-06-30 11:00:00,PALOVRDE_5_N101,LMP,12.65934,2024,06,30,10,00
188,2024-06-30 10:00:00,2024-06-30 11:00:00,PALOVRDE_5_N101,Energy,13.22677,2024,06,30,10,00
121,2024-06-30 11:00:00,2024-06-30 12:00:00,PALOVRDE_5_N101,LMP,13.27094,2024,06,30,11,00
169,2024-06-30 11:00:00,2024-06-30 12:00:00,PALOVRDE_5_N101,Energy,13.88609,2024,06,30,11,00
144,2024-06-30 11:00:00,2024-06-30 12:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,11,00
193,2024-06-30 11:00:00,2024-06-30 12:00:00,PALOVRDE_5_N101,Loss,-0.61515,2024,06,30,11,00
221,2024-06-30 11:00:00,2024-06-30 12:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,11,00
161,2024-06-30 12:00:00,2024-06-30 13:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,12,00
138,2024-06-30 12:00:00,2024-06-30 13:00:00,PALOVRDE_5_N101,LMP,13.46682,2024,06,30,12,00
205,2024-06-30 12:00:00,2024-06-30 13:00:00,PALOVRDE_5_N101,Loss,-0.66712,2024,06,30,12,00
185,2024-06-30 12:00:00,2024-06-30 13:00:00,PALOVRDE_5_N101,Energy,14.13394,2024,06,30,12,00
228,2024-06-30 12:00:00,2024-06-30 13:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,12,00
229,2024-06-30 13:00:00,2024-06-30 14:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,13,00
127,2024-06-30 13:00:00,2024-06-30 14:00:00,PALOVRDE_5_N101,LMP,14.01336,2024,06,30,13,00
197,2024-06-30 13:00:00,2024-06-30 14:00:00,PALOVRDE_5_N101,Loss,-0.82973,2024,06,30,13,00
168,2024-06-30 13:00:00,2024-06-30 14:00:00,PALOVRDE_5_N101,Energy,14.84309,2024,06,30,13,00
159,2024-06-30 13:00:00,2024-06-30 14:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,13,00
234,2024-06-30 14:00:00,2024-06-30 15:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,14,00
132,2024-06-30 14:00:00,2024-06-30 15:00:00,PALOVRDE_5_N101,LMP,20.25472,2024,06,30,14,00
181,2024-06-30 14:00:00,2024-06-30 15:00:00,PALOVRDE_5_N101,Energy,21.51553,2024,06,30,14,00
196,2024-06-30 14:00:00,2024-06-30 15:00:00,PALOVRDE_5_N101,Loss,-1.26081,2024,06,30,14,00
162,2024-06-30 14:00:00,2024-06-30 15:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,14,00
213,2024-06-30 15:00:00,2024-06-30 16:00:00,PALOVRDE_5_N101,Loss,-1.68889,2024,06,30,15,00
134,2024-06-30 15:00:00,2024-06-30 16:00:00,PALOVRDE_5_N101,LMP,27.88887,2024,06,30,15,00
173,2024-06-30 15:00:00,2024-06-30 16:00:00,PALOVRDE_5_N101,Energy,29.57776,2024,06,30,15,00
150,2024-06-30 15:00:00,2024-06-30 16:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,15,00
235,2024-06-30 15:00:00,2024-06-30 16:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,15,00
124,2024-06-30 16:00:00,2024-06-30 17:00:00,PALOVRDE_5_N101,LMP,32.86,2024,06,30,16,00
222,2024-06-30 16:00:00,2024-06-30 17:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,16,00
160,2024-06-30 16:00:00,2024-06-30 17:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,16,00
192,2024-06-30 16:00:00,2024-06-30 17:00:00,PALOVRDE_5_N101,Loss,-1.78418,2024,06,30,16,00
184,2024-06-30 16:00:00,2024-06-30 17:00:00,PALOVRDE_5_N101,Energy,34.64418,2024,06,30,16,00
214,2024-06-30 17:00:00,2024-06-30 18:00:00,PALOVRDE_5_N101,Loss,-1.86078,2024,06,30,17,00
178,2024-06-30 17:00:00,2024-06-30 18:00:00,PALOVRDE_5_N101,Energy,40.01687,2024,06,30,17,00
145,2024-06-30 17:00:00,2024-06-30 18:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,17,00
230,2024-06-30 17:00:00,2024-06-30 18:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,17,00
139,2024-06-30 17:00:00,2024-06-30 18:00:00,PALOVRDE_5_N101,LMP,38.15608,2024,06,30,17,00
177,2024-06-30 18:00:00,2024-06-30 19:00:00,PALOVRDE_5_N101,Energy,52.27768,2024,06,30,18,00
120,2024-06-30 18:00:00,2024-06-30 19:00:00,PALOVRDE_5_N101,LMP,50.35909,2024,06,30,18,00
216,2024-06-30 18:00:00,2024-06-30 19:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,18,00
146,2024-06-30 18:00:00,2024-06-30 19:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,18,00
212,2024-06-30 18:00:00,2024-06-30 19:00:00,PALOVRDE_5_N101,Loss,-1.91859,2024,06,30,18,00
201,2024-06-30 19:00:00,2024-06-30 20:00:00,PALOVRDE_5_N101,Loss,-2.0136,2024,06,30,19,00
219,2024-06-30 19:00:00,2024-06-30 20:00:00,PALOVRDE_5_N101,Greenhouse Gas,0.0,2024,06,30,19,00
136,2024-06-30 19:00:00,2024-06-30 20:00:00,PALOVRDE_5_N101,LMP,62.73238,2024,06,30,19,00
183,2024-06-30 19:00:00,2024-06-30 20:00:00,PALOVRDE_5_N101,Energy,64.74598,2024,06,30,19,00
147,2024-06-30 19:00:00,2024-06-30 20:00:00,PALOVRDE_5_N101,Congestion,0.0,2024,06,30,19,00
182,2024-06-30 20:00:00,2024-06-30 21:00:00,PALOVRDE_5_N101,Energy,65.61726,2024,06,30,20,00
194,2024-06-30 20:00:00,2024-06-30 21:00:00,PALOVRDE_5_N101,Loss,-2.04726,2024,06,30,20,00
122,2024-06-30 20:00:00,2024-06-30 21:00:00,PALOVRDE_5_N101,LMP,63.57,2024,06,30,20,00
